coefficient_name,value,constrain
coef_presence_of_non_worker_and_shopping_tour,0.0,T
coef_presence_of_retiree_and_shopping_tour,0.0,T
coef_presence_of_university_student_and_shopping_tour,0.0,T
coef_presence_of_driving_school_kid_and_shopping_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_shopping_tour,0.0,T
coef_presence_of_pre_school_kid_and_shopping_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_shopping_tour,0.0,T
coef_at_home_pre_school_kid_and_shopping_tour,0.0,T
coef_presence_of_full_time_worker_and_maintenance_tour,0.0,T
coef_presence_of_part_time_worker_and_maintenance_tour,0.0,T
coef_presence_of_non_worker_and_maintenance_tour,0.0,T
coef_presence_of_retiree_and_maintenance_tour,0.0,T
coef_presence_of_university_student_and_maintenance_tour,0.0,T
coef_presence_of_driving_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_pre_school_kid_and_maintenance_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_maintenance_tour,0.0,T
coef_at_home_pre_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_full_time_worker_and_eating_out_tour,-0.4667,F
coef_presence_of_part_time_worker_and_eating_out_tour,0.0,T
coef_presence_of_non_worker_and_eating_out_tour,-0.4976,F
coef_presence_of_retiree_and_eating_out_tour,-0.6911,F
coef_presence_of_university_student_and_eating_out_tour,0.0,T
coef_presence_of_driving_school_kid_and_eating_out_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_eating_out_tour,0.0,T
coef_presence_of_pre_school_kid_and_eating_out_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_eating_out_tour,-0.3926,F
coef_at_home_pre_school_kid_and_eating_out_tour,-0.39259999999997514,F
coef_presence_of_full_time_worker_and_discretionary_tour,-0.3545,F
coef_presence_of_part_time_worker_and_discretionary_tour,-0.3545,F
coef_presence_of_non_worker_and_discretionary_tour,0.0,T
coef_presence_of_retiree_and_discretionary_tour,0.0,T
coef_presence_of_university_student_and_discretionary_tour,0.0,T
coef_presence_of_driving_school_kid_and_discretionary_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_discretionary_tour,0.0,T
coef_presence_of_pre_school_kid_and_discretionary_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_discretionary_tour,0.0,T
coef_at_home_pre_school_kid_and_discretionary_tour,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_1,-0.02379503944723563,F
coef_walk_access_to_retail_and_tour_frequency_is_2,0.014064342850264214,F
coef_walk_access_to_retail_and_tour_frequency_is_3,0.1508,F
coef_walk_access_to_retail_and_tour_frequency_is_4,0.1508,F
coef_walk_access_to_retail_and_tour_frequency_is_5_plus,0.3574307114908167,F
coef_transit_access_to_retail_and_tour_frequency_is_1,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_2,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_3,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_4,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_5_plus,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_1,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_2,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_3,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_4,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_5_plus,0.0,T
coef_walk_access_to_retail_and_escorting,0.0,T
coef_transit_access_to_retail_and_escorting,0.0,T
coef_auto_access_to_retail_and_escorting,0.0,T
coef_walk_access_to_retail_and_shopping,0.06877777333619618,F
coef_transit_access_to_retail_and_shopping,0.0,T
coef_auto_access_to_retail_and_shopping,0.0,T
coef_walk_access_to_retail_and_maintenance,0.0,T
coef_transit_access_to_retail_and_maintenance,0.0,T
coef_auto_access_to_retail_and_maintenance,-0.16733661805875533,F
coef_walk_access_to_retail_and_eating_out,0.0,T
coef_transit_access_to_retail_and_eating_out,0.0,T
coef_auto_access_to_retail_and_eating_out,0.0,T
coef_walk_access_to_retail_and_discretionary,0.25487466666141095,F
coef_transit_access_to_retail_and_discretionary,0.0,T
coef_auto_access_to_retail_and_discretionary,0.0,T
coef_urban_and_tour_frequency_is_1,0.0,T
coef_urban_and_tour_frequency_is_2,0.0,T
coef_urban_and_tour_frequency_is_3,0.0,T
coef_urban_and_tour_frequency_is_4,0.0,T
coef_urban_and_tour_frequency_is_5_plus,0.0,T
coef_urban_and_escorting_tour,0.0,T
coef_urban_and_shopping_tour,0.0,T
coef_urban_and_maintenance_tour,0.0,T
coef_urban_and_eatingout_tour,0.0,T
coef_urban_and_discretionary_tour,0.0,T
coef_1_escort_tour_constant,-2.578085040118873,F
coef_2_plus_escort_tours_constant,-2.5264757626266805,F
coef_1_plus_shopping_tours_constant,18.00000297390128,F
coef_1_plus_maintenance_tours_constant,-2.234450390293098,F
coef_1_plus_eating_out_tours_constant,-16.5188252514632,F
coef_1_plus_visting_tours_constant,-2.9104356498870665,F
coef_1_plus_other_discretionary_tours_constant,-3.423523922440959,F
coef_0_auto_household_and_escorting_tour,-2.0,T
