coefficient_name,value,constrain
coef_presence_of_driving_school_kid_and_shopping_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_shopping_tour,0.0,T
coef_presence_of_pre_school_kid_and_shopping_tour,-0.208,F
coef_at_home_pre_driving_school_kid_and_shopping_tour,0.0,T
coef_at_home_pre_school_kid_and_shopping_tour,0.0,T
coef_presence_of_full_time_worker_and_maintenance_tour,-0.1685,F
coef_presence_of_part_time_worker_and_maintenance_tour,-0.1584,F
coef_presence_of_non_worker_and_maintenance_tour,-0.3237,F
coef_presence_of_retiree_and_maintenance_tour,0.0,T
coef_presence_of_university_student_and_maintenance_tour,0.0,T
coef_presence_of_driving_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_pre_school_kid_and_maintenance_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_maintenance_tour,0.0,T
coef_at_home_pre_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_full_time_worker_and_eating_out_tour,-0.3571,F
coef_presence_of_part_time_worker_and_eating_out_tour,0.0,T
coef_presence_of_non_worker_and_eating_out_tour,-0.2014,F
coef_presence_of_retiree_and_eating_out_tour,-0.5708,F
coef_presence_of_university_student_and_eating_out_tour,0.0,T
coef_presence_of_driving_school_kid_and_eating_out_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_eating_out_tour,0.0,T
coef_presence_of_pre_school_kid_and_eating_out_tour,-0.4225,F
coef_at_home_pre_driving_school_kid_and_eating_out_tour,0.0,T
coef_at_home_pre_school_kid_and_eating_out_tour,0.0,T
coef_presence_of_full_time_worker_and_discretionary_tour,-0.667,F
coef_presence_of_part_time_worker_and_discretionary_tour,-0.2102,F
coef_presence_of_non_worker_and_discretionary_tour,-0.4281,F
coef_presence_of_retiree_and_discretionary_tour,-0.9104,F
coef_presence_of_university_student_and_discretionary_tour,-0.8551,F
coef_presence_of_driving_school_kid_and_discretionary_tour,-0.3963,F
coef_presence_of_pre_driving_school_kid_and_discretionary_tour,-0.3959,F
coef_presence_of_pre_school_kid_and_discretionary_tour,-0.5081,F
coef_at_home_pre_driving_school_kid_and_discretionary_tour,-0.4703,F
coef_at_home_pre_school_kid_and_discretionary_tour,-0.4702999999998667,F
coef_walk_access_to_retail_and_tour_frequency_is_1,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_2,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_3,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_4,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_5_plus,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_1,0.0226,F
coef_transit_access_to_retail_and_tour_frequency_is_2,0.0226,F
coef_transit_access_to_retail_and_tour_frequency_is_3,0.0226,F
coef_transit_access_to_retail_and_tour_frequency_is_4,0.0226,F
coef_transit_access_to_retail_and_tour_frequency_is_5_plus,5.337016355277343,F
coef_auto_access_to_retail_and_tour_frequency_is_1,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_2,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_3,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_4,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_5_plus,0.0,T
coef_walk_access_to_retail_and_escorting,-0.33197761270359205,F
coef_transit_access_to_retail_and_escorting,0.0,T
coef_auto_access_to_retail_and_escorting,0.0,T
coef_walk_access_to_retail_and_shopping,0.023621951007162585,F
coef_transit_access_to_retail_and_shopping,0.0,T
coef_auto_access_to_retail_and_shopping,-0.3454913242823458,F
coef_walk_access_to_retail_and_maintenance,0.0,T
coef_transit_access_to_retail_and_maintenance,0.0,T
coef_auto_access_to_retail_and_maintenance,0.2605147633445136,F
coef_walk_access_to_retail_and_eating_out,0.14450798538379508,F
coef_transit_access_to_retail_and_eating_out,0.0,T
coef_auto_access_to_retail_and_eating_out,0.0,T
coef_walk_access_to_retail_and_discretionary,0.30929544425868305,F
coef_transit_access_to_retail_and_discretionary,0.0,T
coef_auto_access_to_retail_and_discretionary,-0.7592669358456459,F
coef_urban_and_tour_frequency_is_1,0.0,T
coef_urban_and_tour_frequency_is_2,0.0,T
coef_urban_and_tour_frequency_is_3,0.0,T
coef_urban_and_tour_frequency_is_4,0.0,T
coef_urban_and_tour_frequency_is_5_plus,0.0,T
coef_urban_and_escorting_tour,-2.239275736953008,F
coef_urban_and_shopping_tour,0.0,T
coef_urban_and_maintenance_tour,0.0,T
coef_urban_and_eatingout_tour,0.0,T
coef_urban_and_discretionary_tour,0.0,T
coef_1_escort_tour_constant,-18.948532930395125,F
coef_2_plus_escort_tours_constant,-34.94675114959027,F
coef_1_plus_shopping_tours_constant,-16.70231144371494,F
coef_1_plus_maintenance_tours_constant,-22.851223904889885,F
coef_1_plus_eating_out_tours_constant,-37.456834137720854,F
coef_1_plus_visting_tours_constant,-22.74251659160269,F
coef_1_plus_other_discretionary_tours_constant,-15.686288692634875,F
coef_0_auto_household_and_escorting_tour,-2.0,T
