coefficient_name,value,constrain
coef_presence_of_driving_school_kid_and_shopping_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_shopping_tour,0.0,T
coef_presence_of_pre_school_kid_and_shopping_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_shopping_tour,0.0,T
coef_at_home_pre_school_kid_and_shopping_tour,0.0,T
coef_presence_of_full_time_worker_and_maintenance_tour,-0.3131,F
coef_presence_of_part_time_worker_and_maintenance_tour,-0.5621,F
coef_presence_of_non_worker_and_maintenance_tour,0.0,T
coef_presence_of_retiree_and_maintenance_tour,0.0,T
coef_presence_of_university_student_and_maintenance_tour,0.0,T
coef_presence_of_driving_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_pre_school_kid_and_maintenance_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_maintenance_tour,0.0,T
coef_at_home_pre_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_full_time_worker_and_eating_out_tour,0.0,T
coef_presence_of_part_time_worker_and_eating_out_tour,0.0,T
coef_presence_of_non_worker_and_eating_out_tour,-0.6545,F
coef_presence_of_retiree_and_eating_out_tour,-1.389,F
coef_presence_of_university_student_and_eating_out_tour,-1.4318,F
coef_presence_of_driving_school_kid_and_eating_out_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_eating_out_tour,0.0,T
coef_presence_of_pre_school_kid_and_eating_out_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_eating_out_tour,0.0,T
coef_at_home_pre_school_kid_and_eating_out_tour,0.0,T
coef_presence_of_full_time_worker_and_discretionary_tour,0.0,T
coef_presence_of_part_time_worker_and_discretionary_tour,0.0,T
coef_presence_of_non_worker_and_discretionary_tour,-1.0371,F
coef_presence_of_retiree_and_discretionary_tour,0.0,T
coef_presence_of_university_student_and_discretionary_tour,0.0,T
coef_presence_of_driving_school_kid_and_discretionary_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_discretionary_tour,0.0,T
coef_presence_of_pre_school_kid_and_discretionary_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_discretionary_tour,0.0,T
coef_at_home_pre_school_kid_and_discretionary_tour,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_1,-0.14458926097468422,F
coef_walk_access_to_retail_and_tour_frequency_is_2,0.38643321148800364,F
coef_walk_access_to_retail_and_tour_frequency_is_3,0.3479,F
coef_walk_access_to_retail_and_tour_frequency_is_4,0.3479,F
coef_walk_access_to_retail_and_tour_frequency_is_5_plus,4.008472560763872,F
coef_transit_access_to_retail_and_tour_frequency_is_1,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_2,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_3,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_4,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_5_plus,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_1,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_2,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_3,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_4,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_5_plus,0.0,T
coef_walk_access_to_retail_and_escorting,0.0,T
coef_transit_access_to_retail_and_escorting,0.0,T
coef_auto_access_to_retail_and_escorting,0.0,T
coef_walk_access_to_retail_and_shopping,0.0,T
coef_transit_access_to_retail_and_shopping,0.0,T
coef_auto_access_to_retail_and_shopping,0.0,T
coef_walk_access_to_retail_and_maintenance,0.0,T
coef_transit_access_to_retail_and_maintenance,0.0,T
coef_auto_access_to_retail_and_maintenance,0.0,T
coef_walk_access_to_retail_and_eating_out,0.0,T
coef_transit_access_to_retail_and_eating_out,0.0,T
coef_auto_access_to_retail_and_eating_out,0.0,T
coef_walk_access_to_retail_and_discretionary,0.0,T
coef_transit_access_to_retail_and_discretionary,0.0,T
coef_auto_access_to_retail_and_discretionary,0.0,T
coef_urban_and_tour_frequency_is_1,0.0,T
coef_urban_and_tour_frequency_is_2,0.0,T
coef_urban_and_tour_frequency_is_3,0.0,T
coef_urban_and_tour_frequency_is_4,0.0,T
coef_urban_and_tour_frequency_is_5_plus,0.0,T
coef_urban_and_escorting_tour,1.3337378009605731,F
coef_urban_and_shopping_tour,0.0,T
coef_urban_and_maintenance_tour,0.0,T
coef_urban_and_eatingout_tour,0.0,T
coef_urban_and_discretionary_tour,0.0,T
coef_1_escort_tour_constant,-51.23447571722804,F
coef_2_plus_escort_tours_constant,-101.22622071533146,F
coef_1_plus_shopping_tours_constant,-37.8743423535415,F
coef_1_plus_maintenance_tours_constant,-38.1633357397856,F
coef_1_plus_eating_out_tours_constant,-52.36164116745668,F
coef_1_plus_visting_tours_constant,-190.60739878661292,F
coef_1_plus_other_discretionary_tours_constant,-143.90704196605853,F
coef_0_auto_household_and_escorting_tour,-2.0,T
