coefficient_name,value,constrain
coef_presence_of_pre_school_kid_and_shopping_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_shopping_tour,0.0,T
coef_at_home_pre_school_kid_and_shopping_tour,0.0,T
coef_presence_of_full_time_worker_and_maintenance_tour,0.0,T
coef_presence_of_part_time_worker_and_maintenance_tour,0.0,T
coef_presence_of_non_worker_and_maintenance_tour,0.0,T
coef_presence_of_retiree_and_maintenance_tour,0.0,T
coef_presence_of_university_student_and_maintenance_tour,0.0,T
coef_presence_of_driving_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_pre_school_kid_and_maintenance_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_maintenance_tour,0.0,T
coef_at_home_pre_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_full_time_worker_and_eating_out_tour,0.0,T
coef_presence_of_part_time_worker_and_eating_out_tour,0.0,T
coef_presence_of_non_worker_and_eating_out_tour,-1.3074,F
coef_presence_of_retiree_and_eating_out_tour,0.0,T
coef_presence_of_university_student_and_eating_out_tour,0.0,T
coef_presence_of_driving_school_kid_and_eating_out_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_eating_out_tour,0.0,T
coef_presence_of_pre_school_kid_and_eating_out_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_eating_out_tour,0.0,T
coef_at_home_pre_school_kid_and_eating_out_tour,0.0,T
coef_presence_of_full_time_worker_and_discretionary_tour,0.7526,F
coef_presence_of_part_time_worker_and_discretionary_tour,0.3721,F
coef_presence_of_non_worker_and_discretionary_tour,0.0,T
coef_presence_of_retiree_and_discretionary_tour,0.0,T
coef_presence_of_university_student_and_discretionary_tour,0.0,T
coef_presence_of_driving_school_kid_and_discretionary_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_discretionary_tour,0.0,T
coef_presence_of_pre_school_kid_and_discretionary_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_discretionary_tour,0.0,T
coef_at_home_pre_school_kid_and_discretionary_tour,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_1,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_2,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_3,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_4,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_5_plus,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_1,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_2,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_3,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_4,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_5_plus,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_1,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_2,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_3,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_4,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_5_plus,0.0,T
coef_walk_access_to_retail_and_escorting,0.0,T
coef_transit_access_to_retail_and_escorting,0.0,T
coef_auto_access_to_retail_and_escorting,-1.356421800661207,F
coef_walk_access_to_retail_and_shopping,0.0,T
coef_transit_access_to_retail_and_shopping,0.0,T
coef_auto_access_to_retail_and_shopping,0.0,T
coef_walk_access_to_retail_and_maintenance,0.0,T
coef_transit_access_to_retail_and_maintenance,0.0,T
coef_auto_access_to_retail_and_maintenance,0.0,T
coef_walk_access_to_retail_and_eating_out,2.269927373473354,F
coef_transit_access_to_retail_and_eating_out,0.0,T
coef_auto_access_to_retail_and_eating_out,0.0,T
coef_walk_access_to_retail_and_discretionary,0.0,T
coef_transit_access_to_retail_and_discretionary,0.0,T
coef_auto_access_to_retail_and_discretionary,0.0,T
coef_urban_and_tour_frequency_is_1,0.0,T
coef_urban_and_tour_frequency_is_2,0.0,T
coef_urban_and_tour_frequency_is_3,0.0,T
coef_urban_and_tour_frequency_is_4,0.0,T
coef_urban_and_tour_frequency_is_5_plus,0.0,T
coef_urban_and_escorting_tour,0.42400814680782806,F
coef_urban_and_shopping_tour,0.0,T
coef_urban_and_maintenance_tour,0.0,T
coef_urban_and_eatingout_tour,0.0,T
coef_urban_and_discretionary_tour,0.0,T
coef_1_escort_tour_constant,-1.1095153008483645,F
coef_2_plus_escort_tours_constant,0.09167104414184021,F
coef_1_plus_shopping_tours_constant,1.0044002221168096,F
coef_1_plus_maintenance_tours_constant,1.4376965989478856,F
coef_1_plus_eating_out_tours_constant,-46.94742745964034,F
coef_1_plus_visting_tours_constant,-0.691754051623681,F
coef_1_plus_other_discretionary_tours_constant,0.850184031207281,F
coef_0_auto_household_and_escorting_tour,-2.0,T
