coefficient_name,value,constrain
coef_presence_of_pre_driving_school_kid_and_shopping_tour,0.0,T
coef_presence_of_pre_school_kid_and_shopping_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_shopping_tour,0.0,T
coef_at_home_pre_school_kid_and_shopping_tour,0.0,T
coef_presence_of_full_time_worker_and_maintenance_tour,0.0,T
coef_presence_of_part_time_worker_and_maintenance_tour,0.0,T
coef_presence_of_non_worker_and_maintenance_tour,0.0,T
coef_presence_of_retiree_and_maintenance_tour,0.0,T
coef_presence_of_university_student_and_maintenance_tour,0.0,T
coef_presence_of_driving_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_pre_driving_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_pre_school_kid_and_maintenance_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_maintenance_tour,0.0,T
coef_at_home_pre_school_kid_and_maintenance_tour,0.0,T
coef_presence_of_full_time_worker_and_eating_out_tour,0.0,T
coef_presence_of_part_time_worker_and_eating_out_tour,0.0,T
coef_presence_of_non_worker_and_eating_out_tour,0.0,T
coef_presence_of_retiree_and_eating_out_tour,0.0,T
coef_presence_of_university_student_and_eating_out_tour,0.0,T
coef_presence_of_driving_school_kid_and_eating_out_tour,-0.6377,F
coef_presence_of_pre_driving_school_kid_and_eating_out_tour,-1.5698,F
coef_presence_of_pre_school_kid_and_eating_out_tour,-0.2987,F
coef_at_home_pre_driving_school_kid_and_eating_out_tour,0.0,T
coef_at_home_pre_school_kid_and_eating_out_tour,0.0,T
coef_presence_of_full_time_worker_and_discretionary_tour,0.0,T
coef_presence_of_part_time_worker_and_discretionary_tour,0.0,T
coef_presence_of_non_worker_and_discretionary_tour,0.0,T
coef_presence_of_retiree_and_discretionary_tour,0.0,T
coef_presence_of_university_student_and_discretionary_tour,-1.2834,F
coef_presence_of_driving_school_kid_and_discretionary_tour,-0.9202,F
coef_presence_of_pre_driving_school_kid_and_discretionary_tour,0.0,T
coef_presence_of_pre_school_kid_and_discretionary_tour,0.0,T
coef_at_home_pre_driving_school_kid_and_discretionary_tour,0.0,T
coef_at_home_pre_school_kid_and_discretionary_tour,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_1,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_2,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_3,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_4,0.0,T
coef_walk_access_to_retail_and_tour_frequency_is_5_plus,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_1,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_2,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_3,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_4,0.0,T
coef_transit_access_to_retail_and_tour_frequency_is_5_plus,0.0,T
coef_auto_access_to_retail_and_tour_frequency_is_1,0.1004,F
coef_auto_access_to_retail_and_tour_frequency_is_2,0.1004,F
coef_auto_access_to_retail_and_tour_frequency_is_3,0.1004,F
coef_auto_access_to_retail_and_tour_frequency_is_4,0.1004,F
coef_auto_access_to_retail_and_tour_frequency_is_5_plus,-111.73331475606402,F
coef_walk_access_to_retail_and_escorting,0.0,T
coef_transit_access_to_retail_and_escorting,0.0,T
coef_auto_access_to_retail_and_escorting,0.0,T
coef_walk_access_to_retail_and_shopping,0.0,T
coef_transit_access_to_retail_and_shopping,0.0,T
coef_auto_access_to_retail_and_shopping,0.0,T
coef_walk_access_to_retail_and_maintenance,0.0,T
coef_transit_access_to_retail_and_maintenance,0.0,T
coef_auto_access_to_retail_and_maintenance,0.0,T
coef_walk_access_to_retail_and_eating_out,0.0,T
coef_transit_access_to_retail_and_eating_out,0.0,T
coef_auto_access_to_retail_and_eating_out,0.0,T
coef_walk_access_to_retail_and_discretionary,0.0,T
coef_transit_access_to_retail_and_discretionary,0.0,T
coef_auto_access_to_retail_and_discretionary,0.0,T
coef_urban_and_tour_frequency_is_1,0.0,T
coef_urban_and_tour_frequency_is_2,0.0,T
coef_urban_and_tour_frequency_is_3,0.0,T
coef_urban_and_tour_frequency_is_4,0.0,T
coef_urban_and_tour_frequency_is_5_plus,0.0,T
coef_urban_and_escorting_tour,0.0,T
coef_urban_and_shopping_tour,0.0,T
coef_urban_and_maintenance_tour,428.19135635701144,F
coef_urban_and_eatingout_tour,0.0,T
coef_urban_and_discretionary_tour,0.0,T
coef_1_escort_tour_constant,158.74827443028587,F
coef_2_plus_escort_tours_constant,-35.857030734696366,F
coef_1_plus_shopping_tours_constant,157.84888760766128,F
coef_1_plus_maintenance_tours_constant,158.0787387961001,F
coef_1_plus_eating_out_tours_constant,-210.19052374910524,F
coef_1_plus_visting_tours_constant,-112.25005057731998,F
coef_1_plus_other_discretionary_tours_constant,-89.0737557537746,F
coef_0_auto_household_and_escorting_tour,-24.489799972590244,
